"","V1","V2","V3","V4","V5"
"1",15,0,-1,5.95467434018933,1
"2",15,-1,2,13.0404521973684,1
"3",14.9585829377018,-1,-3,12.4975822003921,1
"4",14.8346776963719,2,4,5.62382551123499,1
"5",14.1869613284704,2,5,12.9961412952429,1
"6",13.578372429205,2,6,9.96910375780826,1
"7",13.3285579999905,-3,-7,8.78497082872671,1
"8",12.9740377512752,-3,-8,2.15479276288566,1
"9",12.7609607756905,4,9,5.78934218713609,1
"10",10.5152274190219,-8,-10,9.92194563275112,1
"11",9.4483474513116,9,11,8.0606995962189,1
"12",9.13230179486252,9,12,-1,1
"13",9.01538790149834,9,13,6.3894061442022,1
"14",8.73558608606384,-1,-14,7.83838036728277,1
"15",8.67924171843965,12,15,6.4991079832709,1
"16",8.16828413217358,12,16,0.798756652813278,1
"17",8.12056623914309,12,17,1.36058163267648,1
"18",7.95891924112583,17,18,-1,1
"19",6.24957052630561,-8,-19,-1,1
"20",5.57606301069887,-8,-20,3.08372114834897,1
"21",4.71139403125067,-20,-21,4.60680645016262,1
"22",4.41497031239842,-8,-22,2.29626210003233,1
"23",2.2083124500845,16,23,-1,1
"24",0.986299584423179,18,24,0.921255644426841,1
"25",0.118927428697599,-19,-25,-1,1
