"","time.list"
"1",15
"2",15
"3",14.2622283824334
"4",14.0394397848214
"5",13.6145504475021
"6",13.2443109776342
"7",13.0469341632836
"8",12.9974581084191
"9",12.9654811312562
"10",12.7162098046529
"11",12.4176495703642
"12",12.1038399407767
"13",11.9970497526558
"14",11.4434053684214
"15",11.2405503880754
"16",11.2036945805702
"17",11.1289108572788
"18",11.0411981491198
"19",10.9141575362415
"20",10.9120279319793
"21",10.8923576771129
"22",10.7449263180946
"23",10.6920946618153
"24",10.3949108157228
"25",10.3307162010331
"26",10.3275490476258
"27",10.2722423573921
"28",10.2201727015132
"29",10.1771361006483
"30",10.1637562939485
"31",10.1610935914742
"32",10.157685791402
"33",10.149594249871
"34",10.0660888747882
"35",9.99826426133227
"36",9.96916848296857
"37",9.91009594525012
"38",9.83627250711269
"39",9.79398193013557
"40",9.65892884074017
"41",9.5005885916335
"42",9.467641546633
"43",9.39882513111334
"44",9.39278884804204
"45",9.32152443545894
"46",9.2937606635505
"47",9.24033559627366
"48",9.18187968951172
"49",9.17707886344871
"50",9.10452115642221
"51",9.06819264868752
"52",9.04683912328297
"53",8.99960606965417
"54",8.98945417179564
"55",8.98822799079558
"56",8.86688977073435
"57",8.86439547093077
"58",8.81449674512765
"59",8.72043787813461
"60",8.71132654023913
"61",8.69987770682126
"62",8.60913923600184
"63",8.47537999298834
"64",8.36813542321047
"65",8.36794481675334
"66",8.32125291027155
"67",8.31690572437624
"68",8.2995388369578
"69",8.24341617712896
"70",8.22787053784753
"71",8.20673934833336
"72",8.07444241774224
"73",8.03227070635923
"74",7.90201550193496
"75",7.89533951118556
"76",7.87273892875638
"77",7.8444949275526
"78",7.83465361459732
"79",7.83434214584357
"80",7.83042399990602
"81",7.79593795787444
"82",7.74272967022536
"83",7.67843067071444
"84",7.64146453997945
"85",7.6218816406676
"86",7.54599194386204
"87",7.52708698562465
"88",7.408334845866
"89",7.38500976926934
"90",7.38115563096047
"91",7.34370837901055
"92",7.29724569171391
"93",7.26966432942011
"94",7.2271947571071
"95",7.21459854685658
"96",7.17910692072218
"97",7.15395534533053
"98",7.05338233762558
"99",7.03623428886679
"100",6.98194920638742
"101",6.93632590573726
"102",6.88152709590636
"103",6.83782538555511
"104",6.80150903355388
"105",6.78875671321827
"106",6.75944167122053
"107",6.70617957412108
"108",6.67495724285702
"109",6.67352483457596
"110",6.66741443911312
"111",6.62696133902799
"112",6.58187533629689
"113",6.56082355855409
"114",6.53400674973051
"115",6.53027268494465
"116",6.52863519131817
"117",6.51067926640935
"118",6.48616406110031
"119",6.32304458194756
"120",6.27336050585818
"121",6.26948006585347
"122",6.23525460902284
"123",6.20924856643503
"124",6.19861222308213
"125",6.17594149141408
"126",6.17154214234712
"127",6.16610897956942
"128",6.1136959625793
"129",6.10856279852697
"130",6.1018907309265
"131",6.0911248799541
"132",6.07790526268318
"133",5.93839772268194
"134",5.92751791600514
"135",5.914501696019
"136",5.88525502593663
"137",5.87009957857341
"138",5.85631864832566
"139",5.85273646078545
"140",5.78074405984882
"141",5.77128884397072
"142",5.75531655344994
"143",5.63496528322562
"144",5.56940138666515
"145",5.56280516291906
"146",5.55834910994341
"147",5.49878327517772
"148",5.47423310671906
"149",5.46935481121934
"150",5.46131977215144
"151",5.42449568917851
"152",5.38255145883074
"153",5.37957261010072
"154",5.37436644543021
"155",5.35748307876806
"156",5.35142887370251
"157",5.32873970400409
"158",5.30911414752262
"159",5.30894008775334
"160",5.25509693679124
"161",5.22867317484878
"162",5.22619418638396
"163",5.18593256172544
"164",5.14760851982244
"165",5.11204462196011
"166",5.08998811107691
"167",5.05846733162107
"168",5.04291203418302
"169",4.99799563622433
"170",4.9869328207116
"171",4.96613669846758
"172",4.96368804419428
"173",4.87893040703291
"174",4.85292746507652
"175",4.84062963167911
"176",4.82226802814424
"177",4.81604856046837
"178",4.81116051983205
"179",4.76600459782629
"180",4.74473274214083
"181",4.71200489354849
"182",4.67404940810864
"183",4.65632693744976
"184",4.65358932187959
"185",4.65149222153524
"186",4.5635851615087
"187",4.55788034164141
"188",4.5124103652839
"189",4.48505400765779
"190",4.45210695255113
"191",4.40688345395853
"192",4.40563662885182
"193",4.40125647518662
"194",4.33075424451896
"195",4.31626283868804
"196",4.3062365166269
"197",4.30051990048352
"198",4.26942997716569
"199",4.23184428099665
"200",4.2022035670381
"201",4.1726904711487
"202",4.14378780176456
"203",4.13690216762373
"204",4.1335748337825
