"","V1","V2","V3","V4","V5"
"1",15,0,-1,9.99826426133227,1
"2",15,-1,2,7.79593795787444,1
"3",14.2622283824334,2,3,9.91009594525012,1
"4",14.0394397848214,3,4,10.3307162010331,1
"5",13.6145504475021,2,5,5.92751791600514,1
"6",13.2443109776342,5,6,10.149594249871,1
"7",13.0469341632836,6,7,-1,1
"8",12.9974581084191,5,8,12.9654811312562,1
"9",12.7162098046529,3,9,11.2036945805702,1
"10",12.4176495703642,6,10,10.1637562939485,1
"11",12.1038399407767,10,11,0.666517011879977,1
"12",11.9970497526558,-1,-12,-1,1
"13",11.4434053684214,-12,-13,2.07582123699382,1
"14",11.2405503880754,-12,-14,1.85473254849064,1
"15",11.1289108572788,5,15,7.67843067071444,1
"16",11.0411981491198,-13,-16,8.36813542321047,1
"17",10.9141575362415,5,17,7.38115563096047,1
"18",10.9120279319793,11,18,7.90201550193496,1
"19",10.8923576771129,4,19,7.2271947571071,1
"20",10.7449263180946,-13,-20,1.45502608612699,1
"21",10.6920946618153,19,21,9.65892884074017,1
"22",10.3949108157228,-14,-22,6.83782538555511,1
"23",10.3275490476258,3,23,4.30051990048352,1
"24",10.2722423573921,-12,-24,-1,1
"25",10.2201727015132,-14,-25,8.24341617712896,1
"26",10.1771361006483,-16,-26,5.49878327517772,1
"27",10.1610935914742,-12,-27,6.70617957412108,1
"28",10.157685791402,15,28,6.27336050585818,1
"29",10.0660888747882,19,29,8.98945417179564,1
"30",9.96916848296857,23,30,1.52766970769077,1
"31",9.83627250711269,-26,-31,7.21459854685658,1
"32",9.79398193013557,-20,-32,0.129477796593426,1
"33",9.5005885916335,30,33,9.06819264868752,1
"34",9.467641546633,-27,-34,7.64146453997945,1
"35",9.39882513111334,-13,-35,5.35142887370251,1
"36",9.39278884804204,-32,-36,5.35748307876806,1
"37",9.32152443545894,33,37,5.93839772268194,1
"38",9.2937606635505,30,38,8.07444241774224,1
"39",9.24033559627366,19,39,8.86439547093077,1
"40",9.18187968951172,-13,-40,7.8444949275526,1
"41",9.17707886344871,37,41,-1,1
"42",9.10452115642221,-34,-42,2.77418951821093,1
"43",9.04683912328297,-32,-43,-1,1
"44",8.99960606965417,37,44,7.34370837901055,1
"45",8.98822799079558,30,45,6.53027268494465,1
"46",8.86688977073435,-14,-46,6.93632590573726,1
"47",8.81449674512765,-42,-47,8.71132654023913,1
"48",8.72043787813461,-24,-48,0.986963220566393,1
"49",8.69987770682126,5,49,7.89533951118556,1
"50",8.60913923600184,41,50,1.20240989518111,1
"51",8.47537999298834,-40,-51,1.00995251740706,1
"52",8.36794481675334,-14,-52,2.11480388385558,1
"53",8.32125291027155,-52,-53,4.31626283868804,1
"54",8.31690572437624,11,54,7.87273892875638,1
"55",8.2995388369578,18,55,-1,1
"56",8.22787053784753,50,56,0.883459549893097,1
"57",8.20673934833336,-53,-57,-1,1
"58",8.03227070635923,2,58,-1,1
"59",7.83465361459732,11,59,-1,1
"60",7.83434214584357,-13,-60,6.53400674973051,1
"61",7.83042399990602,-27,-61,7.03623428886679,1
"62",7.74272967022536,-51,-62,2.81351195199356,1
"63",7.6218816406676,59,63,6.67495724285702,1
"64",7.54599194386204,44,64,4.23184428099665,1
"65",7.52708698562465,-61,-65,5.85631864832566,1
"66",7.408334845866,-42,-66,-1,1
"67",7.38500976926934,-36,-67,3.60238659672738,1
"68",7.29724569171391,-32,-68,7.15395534533053,1
"69",7.26966432942011,-43,-69,-1,1
"70",7.17910692072218,-42,-70,-1,1
"71",7.05338233762558,-26,-71,-1,1
"72",6.98194920638742,58,72,-1,1
"73",6.88152709590636,58,73,2.20545438005038,1
"74",6.80150903355388,-32,-74,-1,1
"75",6.78875671321827,72,75,-1,1
"76",6.75944167122053,41,76,-1,1
"77",6.67352483457596,-62,-77,4.85292746507652,1
"78",6.66741443911312,-12,-78,6.26948006585347,1
"79",6.62696133902799,-36,-79,5.22867317484878,1
"80",6.58187533629689,-57,-80,5.55834910994341,1
"81",6.56082355855409,-20,-81,-1,1
"82",6.52863519131817,-48,-82,-1,1
"83",6.51067926640935,-24,-83,-1,1
"84",6.48616406110031,-57,-84,0.668620066109638,1
"85",6.32304458194756,-81,-85,3.66297375679043,1
"86",6.23525460902284,72,86,5.46935481121934,1
"87",6.20924856643503,41,87,0.450934510107377,1
"88",6.19861222308213,7,88,-1,1
"89",6.17594149141408,-71,-89,3.32514672551878,1
"90",6.17154214234712,-74,-90,0.399729914454896,1
"91",6.16610897956942,7,91,5.77128884397072,1
"92",6.1136959625793,23,92,-1,1
"93",6.10856279852697,-12,-93,5.63496528322562,1
"94",6.1018907309265,-36,-94,4.55788034164141,1
"95",6.0911248799541,91,95,-1,1
"96",6.07790526268318,-82,-96,4.9869328207116,1
"97",5.914501696019,-94,-97,1.25018317097192,1
