"","V1","V2","V3","V4","V5"
"1",15,0,-1,-1,1
"2",15,-1,2,11.0277379414445,1
"3",13.7769826205439,2,3,3.94557824716152,1
"4",13.4086688110237,3,4,3.74457285596123,1
"5",12.7081755792271,2,5,6.89940048684822,1
"6",12.0994767897833,5,6,11.7758862302017,1
"7",11.663416255991,4,7,11.5943865910045,1
"8",10.067503674408,4,8,4.7155011220272,1
"9",9.16181717057467,8,9,-1,1
"10",8.87728549020734,-1,-10,7.00709276104555,1
"11",7.49061011145937,-10,-11,4.58680297403843,1
"12",6.66334846230929,4,12,4.2925348877085,1
"13",6.40705286991702,-1,-13,-1,1
"14",6.0583437903896,8,14,4.32507796190484,1
"15",6.05279413438,12,15,-1,1
"16",6.00374058845115,8,16,-1,1
"17",5.64974764620927,-11,-17,0.359596645466466,1
"18",5.52702411131052,16,18,-1,1
"19",4.85658818727928,-11,-19,-1,1
"20",4.70835613938739,4,20,-1,1
"21",4.45872920507556,-17,-21,-1,1
"22",4.3561034645516,-17,-22,-1,1
"23",4.31872844061997,-1,-23,0.0849607911663153,1
"24",4.31082633018357,15,24,3.17952616981639,1
"25",4.09890008462187,18,25,-1,1
"26",3.87811007150787,24,26,1.89847685446857,1
"27",3.57338882268491,-23,-27,-1,1
"28",3.47778829303943,-19,-28,-1,1
"29",2.82158800106116,26,29,1.73471345755446,1
"30",2.74882509249116,-23,-30,2.43905486994945,1
"31",2.60007534641517,-17,-31,-1,1
"32",2.5872848481223,-28,-32,-1,1
"33",2.37677228966336,20,33,1.73721839132451,1
"34",2.25942794546602,16,34,-1,1
"35",2.13354670709507,-19,-35,-1,1
"36",2.12339872159105,33,36,-1,1
"37",1.97269143276957,26,37,1.46609691013955,1
"38",1.85412413092778,-28,-38,1.35781722339834,1
"39",1.75763293501822,34,39,-1,1
"40",1.47141085319933,-17,-40,-1,1
"41",1.14078669184084,-22,-41,1.12020287668943,1
"42",1.09378594778278,-1,-42,-1,1
"43",0.888794767355227,39,43,-1,1
"44",0.59260204746967,-32,-44,0.00341664461796931,1
"45",0.359174571868449,-19,-45,0.257729189014855,1
"46",0.247753762443486,9,46,-1,1
"47",0.208707947341408,16,47,-1,1
"48",0.0500096716938696,46,48,-1,1
