"","time.list"
"1",15
"2",15
"3",13.7769826205439
"4",13.4086688110237
"5",12.7081755792271
"6",12.0994767897833
"7",11.7758862302017
"8",11.663416255991
"9",11.5943865910045
"10",11.0277379414445
"11",10.067503674408
"12",9.16181717057467
"13",8.87728549020734
"14",7.49061011145937
"15",7.00709276104555
"16",6.89940048684822
"17",6.66334846230929
"18",6.40705286991702
"19",6.0583437903896
"20",6.05279413438
"21",6.00374058845115
"22",5.64974764620927
"23",5.52702411131052
"24",4.85658818727928
"25",4.7155011220272
"26",4.70835613938739
"27",4.58680297403843
"28",4.45872920507556
"29",4.3561034645516
"30",4.32507796190484
"31",4.31872844061997
"32",4.31082633018357
"33",4.2925348877085
"34",4.09890008462187
"35",3.94557824716152
"36",3.87811007150787
"37",3.74457285596123
"38",3.57338882268491
"39",3.47778829303943
"40",3.17952616981639
"41",2.82158800106116
"42",2.74882509249116
"43",2.60007534641517
"44",2.5872848481223
"45",2.43905486994945
"46",2.37677228966336
"47",2.25942794546602
"48",2.13354670709507
"49",2.12339872159105
"50",1.97269143276957
"51",1.89847685446857
"52",1.85412413092778
"53",1.75763293501822
"54",1.73721839132451
"55",1.73471345755446
"56",1.47141085319933
"57",1.46609691013955
"58",1.35781722339834
"59",1.14078669184084
"60",1.12020287668943
"61",1.09378594778278
"62",0.888794767355227
"63",0.59260204746967
"64",0.359596645466466
"65",0.359174571868449
"66",0.257729189014855
"67",0.247753762443486
"68",0.208707947341408
"69",0.0849607911663153
"70",0.0500096716938696
"71",0.00341664461796931
"72",0
