"","V1","V2","V3","V4","V5"
"1",15,0,-1,-1,1
"2",15,-1,2,-1,1
"3",14.0702571962298,2,3,-1,1
"4",13.7883262647156,3,4,-1,1
"5",13.2483627318724,2,5,-1,1
"6",12.7758202505937,5,6,-1,1
"7",12.522799972623,6,7,-1,1
"8",12.4590929019775,5,8,-1,1
"9",12.417731377169,8,9,-1,1
"10",12.1626011091284,4,10,-1,1
"11",11.8467907279697,8,11,-1,1
"12",11.5056549789518,11,12,-1,1
"13",11.386830669253,-1,-13,-1,1
"14",10.7581677157136,-13,-14,-1,1
"15",10.5236377052139,-13,-15,-1,1
"16",10.4803285180808,9,16,-1,1
"17",10.4028739475289,10,17,-1,1
"18",10.3097374733977,3,18,-1,1
"19",10.1717658592758,11,19,-1,1
"20",10.169404821412,-15,-20,-1,1
"21",10.147177433413,9,21,-1,1
"22",9.97759582349939,2,22,-1,1
"23",9.91580495278114,-20,-23,-1,1
"24",9.56269986631014,-1,-24,-1,1
"25",9.48527215122388,9,25,-1,1
"26",9.48171776052666,12,26,-1,1
"27",9.41847726233835,7,27,-1,1
"28",9.35786802438802,5,28,-1,1
"29",9.30691149350286,4,29,-1,1
"30",9.29080731382644,16,30,-1,1
"31",9.28778070868066,12,31,-1,1
"32",9.28383242418842,22,32,-1,1
"33",9.27428321524922,19,33,-1,1
"34",9.18068430263103,29,34,-1,1
"35",9.10306683054771,16,35,-1,1
"36",9.07137161616097,32,36,-1,1
"37",9.00553035016228,18,37,-1,1
"38",8.92704346231841,2,38,-1,1
"39",8.88094745141974,10,39,-1,1
"40",8.73015519891595,29,40,-1,1
"41",8.56073113237181,40,41,-1,1
"42",8.52455271638067,5,42,-1,1
"43",8.44706362452088,17,43,-1,1
"44",8.4400982562645,-1,-44,-1,1
"45",8.35587667775719,39,45,-1,1
"46",8.32228812259079,37,46,-1,1
"47",8.25615201877586,31,47,-1,1
"48",8.18213172816813,17,48,-1,1
"49",8.17591527390706,43,49,-1,1
"50",8.07986123858476,39,50,-1,1
"51",8.03070150191818,36,51,-1,1
"52",8.00243307437933,9,52,-1,1
"53",7.93841487709318,45,53,-1,1
"54",7.92432916975734,42,54,-1,1
"55",7.92265921391064,45,55,-1,1
"56",7.75321467933019,25,56,-1,1
"57",7.74964329552053,50,57,-1,1
"58",7.67927917024225,4,58,-1,1
"59",7.54305598356268,-20,-59,-1,1
"60",7.52950291552531,58,60,-1,1
"61",7.51267313040103,36,61,-1,1
"62",7.37543071651873,57,62,-1,1
"63",7.16724092698967,7,63,-1,1
"64",6.99543567830112,28,64,-1,1
"65",6.99513231290254,30,65,-1,1
"66",6.91849088354887,65,66,-1,1
"67",6.91112933880636,39,67,-1,1
"68",6.88077655965362,45,68,-1,1
"69",6.77949269699377,-23,-69,-1,1
"70",6.75140843491183,66,70,-1,1
"71",6.71189311052032,-1,-71,-1,1
"72",6.45563607631438,55,72,-1,1
"73",6.37348909684956,39,73,-1,1
"74",6.10992221757758,49,74,-1,1
"75",6.09629611795549,65,75,-1,1
"76",6.04971782427444,68,76,-1,1
"77",5.9908761550999,16,77,-1,1
"78",5.97012521049049,48,78,-1,1
"79",5.96943547781903,39,79,-1,1
"80",5.96030907912151,27,80,-1,1
"81",5.87566739971024,42,81,-1,1
"82",5.74206757804166,11,82,-1,1
"83",5.57099564641607,53,83,-1,1
"84",5.46975796343046,28,84,-1,1
"85",5.41438964692373,83,85,-1,1
"86",5.18438434427208,70,86,-1,1
"87",5.12272340490476,4,87,-1,1
"88",4.70396724098572,21,88,-1,1
"89",4.6145544473652,-23,-89,-1,1
"90",4.59838891577091,53,90,-1,1
"91",4.42995949811173,74,91,-1,1
"92",4.20370209565651,36,92,-1,1
"93",4.05200460304063,26,93,-1,1
"94",3.78412337214923,61,94,-1,1
"95",3.69371652978376,42,95,-1,1
"96",3.39571762887741,35,96,-1,1
"97",3.13057810495707,3,97,-1,1
"98",1.75219220124824,48,98,-1,1
"99",1.39803250035254,-15,-99,-1,1
