"","time.list"
"1",15
"2",15
"3",14.0702571962298
"4",13.7883262647156
"5",13.2483627318724
"6",12.7758202505937
"7",12.522799972623
"8",12.4590929019775
"9",12.417731377169
"10",12.1626011091284
"11",11.8467907279697
"12",11.5056549789518
"13",11.386830669253
"14",10.7581677157136
"15",10.5236377052139
"16",10.4803285180808
"17",10.4028739475289
"18",10.3097374733977
"19",10.1717658592758
"20",10.169404821412
"21",10.147177433413
"22",9.97759582349939
"23",9.91580495278114
"24",9.56269986631014
"25",9.48527215122388
"26",9.48171776052666
"27",9.41847726233835
"28",9.35786802438802
"29",9.30691149350286
"30",9.29080731382644
"31",9.28778070868066
"32",9.28383242418842
"33",9.27428321524922
"34",9.18068430263103
"35",9.10306683054771
"36",9.07137161616097
"37",9.00553035016228
"38",8.92704346231841
"39",8.88094745141974
"40",8.73015519891595
"41",8.56073113237181
"42",8.52455271638067
"43",8.44706362452088
"44",8.4400982562645
"45",8.35587667775719
"46",8.32228812259079
"47",8.25615201877586
"48",8.18213172816813
"49",8.17591527390706
"50",8.07986123858476
"51",8.03070150191818
"52",8.00243307437933
"53",7.93841487709318
"54",7.92432916975734
"55",7.92265921391064
"56",7.75321467933019
"57",7.74964329552053
"58",7.67927917024225
"59",7.54305598356268
"60",7.52950291552531
"61",7.51267313040103
"62",7.37543071651873
"63",7.16724092698967
"64",6.99543567830112
"65",6.99513231290254
"66",6.91849088354887
"67",6.91112933880636
"68",6.88077655965362
"69",6.77949269699377
"70",6.75140843491183
"71",6.71189311052032
"72",6.45563607631438
"73",6.37348909684956
"74",6.10992221757758
"75",6.09629611795549
"76",6.04971782427444
"77",5.9908761550999
"78",5.97012521049049
"79",5.96943547781903
"80",5.96030907912151
"81",5.87566739971024
"82",5.74206757804166
"83",5.57099564641607
"84",5.46975796343046
"85",5.41438964692373
"86",5.18438434427208
"87",5.12272340490476
"88",4.70396724098572
"89",4.6145544473652
"90",4.59838891577091
"91",4.42995949811173
"92",4.20370209565651
"93",4.05200460304063
"94",3.78412337214923
"95",3.69371652978376
"96",3.39571762887741
"97",3.13057810495707
"98",1.75219220124824
"99",1.39803250035254
"100",0
