"","V1","V2","V3","V4","V5"
"1",15,0,-1,-1,1
"2",15,-1,2,-1,1
"3",13.0475401120826,2,3,-1,1
"4",12.4398223263743,3,4,-1,1
"5",11.2435954228446,2,5,-1,1
"6",10.1661985655291,5,6,-1,1
"7",9.57160091229797,6,7,-1,1
"8",9.4170420191668,5,8,-1,1
"9",9.31326219328363,8,9,-1,1
"10",8.64992349637807,4,10,-1,1
"11",7.79723546724971,8,11,-1,1
"12",6.83846446737829,11,12,-1,1
"13",6.4899131589283,-1,-13,-1,1
"14",4.55954808982508,-13,-14,-1,1
"15",3.80318880596347,-13,-15,-1,1
"16",3.65593756971098,9,16,-1,1
"17",3.37710111572436,10,17,-1,1
"18",3.02031677636019,3,18,-1,1
"19",2.45463315846016,11,19,-1,1
"20",2.44420166389857,-15,-20,-1,1
"21",2.33751020150332,9,21,-1,1
"22",1.44438038929148,2,22,-1,1
"23",1.08290379558971,-20,-23,-1,1
