"","V1","V2","V3","V4","V5"
"1",15,0,-1,4.0620326502428,1
"2",15,-1,2,9.07693625314557,1
"3",14.2407100435877,2,3,3.19857787641504,1
"4",14.007967061827,3,4,9.60627400008232,1
"5",13.5572148952796,2,5,8.93107021338493,1
"6",13.1581790221998,5,6,-1,1
"7",12.9419616937521,6,7,9.32596190675192,1
"8",12.8868476698449,5,8,12.850607095727,1
"9",12.572930431906,3,9,10.7904839256784,1
"10",12.2345621663789,6,10,9.34923911013784,1
"11",11.8725330083425,10,11,4.62055447050689,1
"12",11.7470545373005,-1,-12,9.52063155668752,1
"13",11.0841008772045,-12,-13,4.35633110040817,1
"14",10.8364042696241,-12,-14,-1,1
"15",10.6991690635541,5,15,3.72908538757012,1
"16",10.5898837704155,-13,-16,5.79536832226932,1
"17",10.428259879587,5,17,1.04769665204918,1
"18",10.4254913940462,11,18,7.39912968211483,1
"19",10.399341525812,4,19,7.22874195942799,1
"20",10.1987455252083,-13,-20,3.2970106529691,1
"21",10.1251114042691,19,21,8.50931407729662,1
"22",9.7004261016272,-14,-22,-1,1
"23",9.60174803569706,3,23,7.22608287588748,1
"24",9.43950367349559,-16,-24,2.89203847570369,1
"25",9.37101809598594,-16,-25,5.48851265488453,1
"26",9.34500186293374,-1,-26,0.32676689529,1
"27",9.3394548149673,15,27,7.47893444943071,1
"28",9.19003599818126,19,28,5.05918744815797,1
"29",9.02957558796998,27,29,7.25119795749108,1
"30",8.81090408165154,-25,-30,-1,1
"31",8.7403831714715,-16,-31,7.35362707314891,1
"32",8.24527657099406,29,32,7.92395056565882,1
"33",8.18890582169772,-26,-33,-1,1
"34",8.06790362440898,-13,-34,1.87076725552863,1
"35",8.05697746914728,-31,-35,4.47780197978063,1
"36",7.87074629427524,19,36,-1,1
"37",7.76543726743147,15,37,6.95031295277535,1
"38",7.64667105557714,-20,-38,6.8392260148964,1
"39",7.63659555568386,29,39,4.60374894763964,1
"40",6.95595390771574,-16,-40,3.9700221055132,1
"41",6.62374570142146,-24,-41,6.60262823180316,1
"42",6.57639999524584,-13,-42,1.52244387772928,1
"43",6.36609422865906,39,43,4.54749496976399,1
"44",6.05167426447285,-34,-44,-1,1
"45",5.79492027491143,-20,-45,5.68333035377248,1
"46",5.67274105479671,-1,-46,5.39687271755319,1
"47",5.62979065818443,6,47,-1,1
"48",5.45006642346484,43,48,3.92170066565279,1
"49",4.95302827469574,-13,-49,2.85892843733088,1
"50",4.4536640993844,-13,-50,-1,1
"51",4.45289554012192,-20,-51,-1,1
"52",4.44314307929152,-26,-52,2.1291880096395,1
"53",4.22389301631932,-49,-53,-1,1
"54",3.67959220690462,-53,-54,-1,1
"55",3.3685161994219,-49,-55,2.39131407164298,1
"56",3.30720456951068,-44,-56,1.05792224484738,1
"57",3.07686699785292,-44,-57,-1,1
"58",3.00436741696636,-50,-58,2.69984398238972,1
"59",2.76595669484778,-51,-59,0.925820999168707,1
"60",2.43638894266607,-42,-60,-1,1
"61",2.24911211420562,36,61,-1,1
"62",1.98564032273762,36,62,1.43986307402363,1
"63",1.77563511045874,-44,-63,-1,1
"64",1.74211472557658,62,64,-1,1
"65",1.66457856377096,17,65,-1,1
"66",1.43609788654197,-57,-66,-1,1
"67",1.41993633332503,-26,-67,0.0520865429773902,1
"68",1.31198360534144,-50,-68,-1,1
"69",1.19026582548836,-54,-69,0.315884251046043,1
"70",1.13261634182347,-30,-70,-1,1
"71",1.04327594325565,-54,-71,-1,1
"72",0.994104333505341,-44,-72,-1,1
"73",0.468354511160193,-72,-73,-1,1
"74",0.221164614758138,64,74,-1,1
"75",0.148231001731428,6,75,-1,1
"76",0.117919992340713,-22,-76,-1,1
"77",0.039283091175907,-70,-77,-1,1
"78",0.0231847004261372,-22,-78,-1,1
